"","docname","from","to","pre","keyword","post","pattern"
"993","kf_00013.txt",155,155,"die Notwendigkeit für","Klimaschutz",", empfinden die","klimaschutz*"
"994","kf_00013.txt",411,411,"zu Klimawandel und","Klimaschutz",". Aber sind","klimaschutz*"
"995","kf_00013.txt",501,501,"zu Klimawandel und","Klimaschutz",". Aber sind","klimaschutz*"
"996","kf_00013.txt",554,554,"Klimapolitik mehr 30.03.2021","Klimaschutz","als Religion zu","klimaschutz*"
"997","kf_00013.txt",594,594,", ist die","Klimaschutzbewegung","deswegen wirklich rein","klimaschutz*"
"998","ikem_00383.txt",130,130,"zur Erreichung von","Klimaschutz-","und Energieeffizienzzielen leisten","klimaschutz*"
"999","ikem_00383.txt",766,766,"im Sinne der","Klimaschutzziele","? Und welche","klimaschutz*"
"1000","ikem_00383.txt",819,819,"im Sinne der","Klimaschutzziele","? Und welche","klimaschutz*"
"1001","ikem_00383.txt",1169,1169,"Hintergrund der sektorenübergreifenden","Klimaschutzziele","der Bundesregierung und","klimaschutz*"
"1002","ikem_00383.txt",1351,1351,"Hintergrund der sektorenübergreifenden","Klimaschutzziele","der Bundesregierung und","klimaschutz*"
"1003","fff_de_00051.txt",28,28,"Aktionen zum Thema","Klimaschutz","/ Klimawandel wie","klimaschutz*"
"1004","ikem_01400.txt",253,253,"zur Erreichung von","Klimaschutz-","und Energieeffizienzzielen leisten","klimaschutz*"
"1005","ikem_01400.txt",889,889,"im Sinne der","Klimaschutzziele","? Und welche","klimaschutz*"
"1006","ikem_01400.txt",942,942,"im Sinne der","Klimaschutzziele","? Und welche","klimaschutz*"
"1007","ikem_01400.txt",1292,1292,"Hintergrund der sektorenübergreifenden","Klimaschutzziele","der Bundesregierung und","klimaschutz*"
"1008","ikem_01400.txt",1474,1474,"Hintergrund der sektorenübergreifenden","Klimaschutzziele","der Bundesregierung und","klimaschutz*"
"1009","ikem_01295.txt",425,425,"Vorreiter in Sachen","Klimaschutz","werden . Ausdruck","klimaschutz*"
"1010","ikem_01295.txt",434,434,"das Energiewende- und","Klimaschutzgesetz","Berlin . Sollte","klimaschutz*"
"1011","ikem_01295.txt",557,557,"die Erreichung der","Klimaschutzziele","Berlins . Machbarkeitssstudie","klimaschutz*"
"1012","ikem_01295.txt",659,659,"innovatives Energie- und","Klimaschutzrecht",". Simon Schäfer-Stradowsky","klimaschutz*"
"1013","ikem_00391.txt",185,185,"Konzepte für mehr","Klimaschutz","in der Landwirtschaft","klimaschutz*"
"1014","ikem_00391.txt",315,315,"werden . Das","Klimaschutzprogramm","2030 nennt schon","klimaschutz*"
"1015","ikem_00391.txt",365,365,"gerade hier großes","Klimaschutzpotenzial",". } ,","klimaschutz*"
"1016","ikem_00391.txt",452,452,"werden . Das","Klimaschutzprogramm","2030 nennt schon","klimaschutz*"
"1017","ikem_00391.txt",502,502,"gerade hier großes","Klimaschutzpotenzial",". @techreport {","klimaschutz*"
"1018","ikem_00391.txt",688,688,"zwischen Moor- und","Klimaschutz","einerseits und landwirtschaftlicher","klimaschutz*"
"1019","ikem_00391.txt",780,780,"zwischen Moor- und","Klimaschutz","einerseits und landwirtschaftlicher","klimaschutz*"
"1020","ikem_00391.txt",965,965,"von Klimaanpassungs- und","Klimaschutzmaßnahmen","Technical Report IKEM","klimaschutz*"
"1021","ikem_00391.txt",1013,1013,"von Klimaanpassungs- und","Klimaschutzmaßnahmen","} , author","klimaschutz*"
"1022","fff_de_00114.txt",13,13,"die Neuauflage des","Klimaschutzgesetztes",", das heute","klimaschutz*"
"1023","fff_de_00475.txt",1281,1281,"Hinblick auf den","Klimaschutz","stellen muss ,","klimaschutz*"
"1024","gerzero_00026.txt",43,43,"uns und unserem","Klimaschutzziel",". Wer wir","klimaschutz*"
"1025","gerzero_00026.txt",97,97,"sind Teil der","Klimaschutzbewegung",". Initiativen wie","klimaschutz*"
"1026","gerzero_00026.txt",136,136,"offiziell . Unsere","Klimaschutzorganisation","wird getragen von","klimaschutz*"
"1027","gerzero_00026.txt",278,278,"die dafür notwendigen","Klimaschutzmaßnahmen","umzusetzen . Bereits","klimaschutz*"
"1028","ikem_00869.txt",204,204,". Institut für","Klimaschutz",", Energie &","klimaschutz*"
"1029","ikem_00869.txt",224,224,"Forschungsbericht @techreport {","fürKlimaschutz2019",", title =","klimaschutz*"
"1030","ikem_00869.txt",248,248,"{ Institut für","Klimaschutz",", Energie &","klimaschutz*"
"1031","ikem_00716.txt",25,25,"um die globalen","Klimaschutzziele","zu erreichen .","klimaschutz*"
"1032","ikem_00649.txt",23,23,"das Institut für","Klimaschutz",", Energie und","klimaschutz*"
"1033","ikem_00658.txt",146,146,"shysicherheit , bestimmte","Klimaschutz","& shyziele ,","klimaschutz*"
"1034","kr_00041.txt",346,346,", nämlich der","Klimaschutz",", klar im","klimaschutz*"
"1035","fff_de_00499.txt",1420,1420,"bisher „ stillen","Klimaschutzbesorgten",""" wie mich","klimaschutz*"
"1036","fff_de_00499.txt",5079,5079,"erlaubt Schülerstreiks für","Klimaschutz",""" https://www.nzz.ch/international/new-york-schulfrei-fuer-demonstrationen-fuer-klimaschutz-ld.1508420 https://www.tesla-car-rent.com/2019/09/15/schulbefreiung-fuer-fff-in-usa/?preview_id=1757&preview_nonce=5f6c7d80d8&preview=true&_thumbnail_id=1758","klimaschutz*"
"1037","fff_de_00499.txt",5081,5081,"für Klimaschutz ""","https://www.nzz.ch/international/new-york-schulfrei-fuer-demonstrationen-fuer-klimaschutz-ld.1508420","https://www.tesla-car-rent.com/2019/09/15/schulbefreiung-fuer-fff-in-usa/?preview_id=1757&preview_nonce=5f6c7d80d8&preview=true&_thumbnail_id=1758","klimaschutz*"
"1038","fff_de_00373.txt",16,16,"die Welt für","Klimaschutz","streiken . Denn","klimaschutz*"
"1039","fff_de_00373.txt",306,306,". In ihrem","Klimaschutzplan","2050 , in","klimaschutz*"
"1040","fff_de_00373.txt",550,550,"Vorreiter mehr im","Klimaschutz",". Die Abschaffung","klimaschutz*"
"1041","ikem_01458.txt",143,143,"Konzepte für mehr","Klimaschutz","in der Landwirtschaft","klimaschutz*"
"1042","ikem_01458.txt",273,273,"werden . Das","Klimaschutzprogramm","2030 nennt schon","klimaschutz*"
"1043","ikem_01458.txt",323,323,"gerade hier großes","Klimaschutzpotenzial",". } ,","klimaschutz*"
"1044","ikem_01458.txt",410,410,"werden . Das","Klimaschutzprogramm","2030 nennt schon","klimaschutz*"
"1045","ikem_01458.txt",460,460,"gerade hier großes","Klimaschutzpotenzial",". @techreport {","klimaschutz*"
"1046","ikem_01458.txt",646,646,"zwischen Moor- und","Klimaschutz","einerseits und landwirtschaftlicher","klimaschutz*"
"1047","ikem_01458.txt",738,738,"zwischen Moor- und","Klimaschutz","einerseits und landwirtschaftlicher","klimaschutz*"
"1048","ikem_01458.txt",923,923,"von Klimaanpassungs- und","Klimaschutzmaßnahmen","Forschungsbericht IKEM :","klimaschutz*"
"1049","ikem_01458.txt",970,970,"von Klimaanpassungs- und","Klimaschutzmaßnahmen","} , author","klimaschutz*"
"1050","ikem_01307.txt",6,6,"den zuletzt im","Klimaschutzplan","2050 festgelegten klima-","klimaschutz*"
"1051","ikem_01307.txt",79,79,"zur Erreichung der","Klimaschutzziele","zu ermitteln .","klimaschutz*"
"1052","ikem_00893.txt",272,272,"zur Erreichung von","Klimaschutz-","und Energieeffizienzzielen leisten","klimaschutz*"
"1053","ikem_00195.txt",29,29,"Das Institut für","Klimaschutz",", Energie und","klimaschutz*"
"1054","ikem_00195.txt",74,74,"den Wechselwirkungen zwischen","Klimaschutz",", Recht ,","klimaschutz*"
"1055","ikem_00195.txt",109,109,", Fragen des","Klimaschutzes","sowie die Zukunftsfähigkeit","klimaschutz*"
"1056","fff_de_00341.txt",904,904,"#AlleFürsKlima für mehr","Klimaschutz","auf der Straße","klimaschutz*"
"1057","ikem_01085.txt",179,179,"- Institut für","Klimaschutz",", Energie und","klimaschutz*"
"1058","ikem_01403.txt",663,663,"title = {","Klimaschutz","per Oberleitung }","klimaschutz*"
"1059","ikem_01387.txt",224,224,"nicht aus effizienten","Klimaschutzmaßnahmen","sondern den Folgen","klimaschutz*"
"1060","ikem_01387.txt",250,250,"Beitrag zu den","Klimaschutzzielen","erfüllen , scheint","klimaschutz*"
"1061","fff_de_00182.txt",712,712,"allen Abkommen massiv","Klimaschutz","an erste Stelle","klimaschutz*"
"1062","ikem_00529.txt",40,40,"das Institut für","Klimaschutz",", Energie und","klimaschutz*"
"1063","fff_de_00461.txt",365,365,"€ in anderen","Klimaschutzmaßnahmen","einspart . Zwischen","klimaschutz*"
"1064","fff_de_00461.txt",407,407,"eingespart für andere","Klimaschutzmaßnahmen",". Der indigene","klimaschutz*"
"1065","ikem_00763.txt",286,286,"- Institut für","Klimaschutz",", Energie und","klimaschutz*"
"1066","ikem_00763.txt",485,485,"dass Wirtschaftswachstum und","Klimaschutz","zugleich möglich sind","klimaschutz*"
"1067","ikem_00284.txt",15,15,"Das Institut für","Klimaschutz",", Energie und","klimaschutz*"
"1068","ikem_00284.txt",234,234,"Zukunft Institut für","Klimaschutz",", Energie und","klimaschutz*"
"1069","ikem_00284.txt",763,763,"Das Institut für","Klimaschutz",", Energie und","klimaschutz*"
"1070","ikem_00284.txt",982,982,"Zukunft Institut für","Klimaschutz",", Energie und","klimaschutz*"
"1071","fff_de_00160.txt",597,597,"lauwarmen Worten zum","Klimaschutz",", mit unzureichenden","klimaschutz*"
"1072","kr_00032.txt",38,38,"Finanzströme in Richtung","Klimaschutz",". Der gute","klimaschutz*"
"1073","kr_00032.txt",487,487,"Klimawandels Zu wenig","Klimaschutz","wird teuer Vor","klimaschutz*"
"1074","kr_00032.txt",502,502,"mehr Ehrgeiz beim","Klimaschutz",". Andernfalls drohten","klimaschutz*"
"1075","fff_de_00330.txt",115,115,"Wege fanden ,","Klimaschutz","zu fordern ,","klimaschutz*"
"1076","fff_de_00330.txt",4505,4505,"weil wir effektiven","Klimaschutz","umsetzten und energisch","klimaschutz*"
"1077","fff_de_00330.txt",4918,4918,": Industrie hält","Klimaschutz","auf Die Nürnberger","klimaschutz*"
"1078","fff_de_00330.txt",4940,4940,"hin zu mehr","Klimaschutz","zu lange bewusst","klimaschutz*"
"1079","ikem_00927.txt",86,86,"an einem gemeinnützigen","Klimaschutzinstitut","zu arbeiten ?","klimaschutz*"
"1080","ikem_00927.txt",135,135,": Energie und","Klimaschutz","sind gerade das","klimaschutz*"
"1081","ikem_00927.txt",430,430,"deine Arbeit zum","Klimaschutz","bei ? Mit","klimaschutz*"
"1082","ikem_00927.txt",445,445,"wie unsere Gesetze","Klimaschutz","und die Energiewende","klimaschutz*"
"1083","ikem_00927.txt",489,489,"persönlicher Beitrag zum","Klimaschutz","? Ich versuche","klimaschutz*"
"1084","ikem_00654.txt",6,6,"die IKEM-Jahrestagung „","Klimaschutz","nach der Paris-Konferenz","klimaschutz*"
"1085","ikem_00654.txt",19,19,"Zeichen der internationalen","Klimaschutzkonferenz","in Paris (","klimaschutz*"
"1086","ikem_00654.txt",43,43,", wie man","Klimaschutzmaßnahmen","regulatorisch einfangen und","klimaschutz*"
"1087","ikem_00654.txt",135,135,"internationalen Zertifizierung von","Klimaschutzmaßnahmen","vor , gefolgt","klimaschutz*"
"1088","ikem_00654.txt",175,175,"um auf die","Klimaschutzaktivitäten","und Vorteile der","klimaschutz*"
"1089","ikem_00654.txt",198,198,"stärkeren Beitrag zum","Klimaschutz","leisten kann .","klimaschutz*"
"1090","ikem_00654.txt",220,220,"Vorstellungen einer notwendigen","Klimaschutzpolitik","eingeordnet . Der","klimaschutz*"
"1091","kr_00071.txt",588,588,"tatsächlich Vorreiter beim","Klimaschutz",". Schwarz-Gelb ,","klimaschutz*"
"1092","kr_00071.txt",646,646,"DDR-Industrie schon genug","Klimaschutz-Erfolge","liefern würde .","klimaschutz*"
"1093","fff_de_00250.txt",368,368,". Geld für","Klimaschutz","… ausgeben ,","klimaschutz*"
"1094","ikem_00245.txt",35,35,", Verkehr und","Klimaschutz","im April 2015","klimaschutz*"
"1095","ikem_00245.txt",284,284,", Verkehr und","Klimaschutz","","klimaschutz*"
"1096","ikem_01492.txt",142,142,"zur Erreichung von","Klimaschutz-","und Energieeffizienzzielen leisten","klimaschutz*"
"1097","ikem_01492.txt",167,167,"zur Finanzierung der","2030-Klimaschutzziele",". Der Forschungsverbund","klimaschutz*"
"1098","fff_de_00386.txt",114,114,"und die gesamte","Klimaschutzbewegung",". Wann ?","klimaschutz*"
"1099","fff_de_00386.txt",324,324,"noch keine konkreten","Klimaschutzmaßnahmen","beschlossen sind ,","klimaschutz*"
"1100","fff_de_00124.txt",437,437,"sondern anfangen wirklichen","Klimaschutz","zu betreiben .","klimaschutz*"
"1101","fff_de_00124.txt",1209,1209,", Umweltschutz und","Klimaschutz","wichtige Prämissen zu","klimaschutz*"
"1102","fff_de_00124.txt",1387,1387,"Wieso soll bei","Klimaschutz","alles 500 %","klimaschutz*"
"1103","fff_de_00124.txt",1751,1751,"Politik zu mehr","Klimaschutz","aufzustellen . Ihr","klimaschutz*"
"1104","fff_de_00124.txt",1806,1806,"gesamtgesellschaftlich in Richtung","Klimaschutz","bewegt . Vor","klimaschutz*"
"1105","fff_de_00124.txt",3875,3875,"Strasse für mehr","Klimaschutz","zu streiken .","klimaschutz*"
"1106","fff_de_00314.txt",1739,1739,"eine Priorisierung von","Klimaschutz","in allen Politikbereichen","klimaschutz*"
"1107","kr_00064.txt",407,407,"das Ehrenamt im","Klimaschutz","In kleinen Gemeinden","klimaschutz*"
"1108","kr_00064.txt",412,412,"kleinen Gemeinden bewirken","Klimaschutzpaten","Strukturverbesserungen und Wertschöpfung","klimaschutz*"
"1109","ikem_00712.txt",460,460,"umfassenden Stärkung des","Klimaschutzes","im Allgemeinen und","klimaschutz*"
"1110","ikem_00712.txt",719,719,"erneuerbarer Energien eine","Klimaschutzwirkung","besteht . Rechtlich","klimaschutz*"
"1111","ikem_00336.txt",590,590,"des Instituts für","Klimaschutz","Ener- gie und","klimaschutz*"
"1112","ikem_00336.txt",812,812,"des Instituts für","Klimaschutz","Ener- gie und","klimaschutz*"
"1113","fff_de_00267.txt",3,3,"Teile des","Klimaschutzgesetzes","der Bundesregierung wurden","klimaschutz*"
"1114","fff_de_00267.txt",16,16,"2019 löste das","Klimaschutzgesetz","eine Welle der","klimaschutz*"
"1115","fff_de_00267.txt",574,574,"dass das gescheiterte","Klimaschutzgesetz","jetzt durch echten","klimaschutz*"
"1116","fff_de_00267.txt",578,578,"jetzt durch echten","Klimaschutz","ersetzt wird 19","klimaschutz*"
"1117","fff_de_00267.txt",1248,1248,"folgt „ Als","Klimaschutzgebot","hat Art .","klimaschutz*"
"1118","fff_de_00267.txt",1260,1260,". Der nationalen","Klimaschutzverpflichtung","steht nicht entgegen","klimaschutz*"
"1119","fff_de_00267.txt",1286,1286,"ausschließt . Das","Klimaschutzgebot","verlangt vom Staat","klimaschutz*"
"1120","fff_de_00267.txt",1306,1306,"internationaler Abstimmung auf","Klimaschutz","hinzuwirken . Der","klimaschutz*"
"1121","fff_de_00267.txt",1415,1415,"irgendwann ein wenig","Klimaschutz","? FFF ist","klimaschutz*"
"1122","kr_00035.txt",35,35,"zu wenig für","Klimaschutz",". Unterstützung erhalten","klimaschutz*"
"1123","kr_00035.txt",189,189,"Volksbegehren für mehr","Klimaschutz","in Berlin gestartet","klimaschutz*"
"1124","kr_00035.txt",279,279,""" echter ""","Klimaschutz","und Brandgefahr in","klimaschutz*"
"1125","kr_00035.txt",357,357,"dramatischer als beim","Klimaschutz",". Wie das","klimaschutz*"
"1126","kr_00050.txt",45,45,"Beitrag für ein","Klimaschutzprojekt","auszugleichen . Plug-in-Photovoltaikmodule","klimaschutz*"
"1127","gerzero_00007.txt",2,2,"Wirksamen","Klimaschutz","erreichen wir nicht","klimaschutz*"
"1128","gerzero_00007.txt",54,54,", rein spendenfinanzierte","Klimaschutzorganisation","mit einem Netzwerk","klimaschutz*"
"1129","gerzero_00007.txt",90,90,"sich für wirksamen","Klimaschutz","einsetzen , desto","klimaschutz*"
"1130","gerzero_00007.txt",145,145,"ein 1,5-Grad kompatibles","Klimaschutzgesetz","für Deutschland ,","klimaschutz*"
"1131","gerzero_00007.txt",153,153,"dem das Pariser","Klimaschutzabkommen","noch eingehalten werden","klimaschutz*"
"1132","gerzero_00007.txt",267,267,"und viel über","Klimaschutz","kennen . Aber","klimaschutz*"
"1133","ikem_00275.txt",962,962,"- Institut für","Klimaschutz",", Energie und","klimaschutz*"
"1134","ikem_00275.txt",1550,1550,"- Institut für","Klimaschutz",", Energie und","klimaschutz*"
"1135","ikem_00275.txt",1560,1560,"- Institut für","Klimaschutz",", Energie und","klimaschutz*"
"1136","ikem_00275.txt",1574,1574,"aktuellen Fragen des","Klimaschutzes","sowie der Energie-","klimaschutz*"
"1137","fff_de_00480.txt",214,214,"gesellschaftlichen Mehrheiten im","Klimaschutz","aufgezeigt . Noch","klimaschutz*"
"1138","fff_de_00093.txt",52,52,", Lieder über","Klimaschutz","singen und sich","klimaschutz*"
"1139","fff_de_00093.txt",464,464,"👍🏻 👍🏻 ‼","Klimaschutz","ist Menschenschutz und","klimaschutz*"
"1140","fff_de_00093.txt",616,616,"und damit zum","Klimaschutz",". Zur Musik","klimaschutz*"
"1141","fff_de_00093.txt",1222,1222,"mit dem Thema","Klimaschutz","und habe eine","klimaschutz*"
"1142","ikem_00373.txt",38,38,"Thema Jenseits des","Klimaschutzes","wird künftig zunehmend","klimaschutz*"
"1143","ikem_00373.txt",273,273,"im Zusammenhang mit","Klimaschutzinstrumenten","diskutiert . Im","klimaschutz*"
"1144","fff_de_00343.txt",5,5,"& -gerechtigkeit Der","Klimaschutz","ist eine der","klimaschutz*"
"1145","fff_de_00343.txt",16,16,". Jahrhunderts .","Klimaschutz","und die damit","klimaschutz*"
"1146","fff_de_00343.txt",57,57,"den Weg gebrachte","Klimaschutzkonzept","des Wetteraukreises orientiert","klimaschutz*"
"1147","fff_de_00343.txt",89,89,"durch die im","Klimaschutzkonzept","definierten Sanierungsempfehlungen in","klimaschutz*"
"1148","fff_de_00343.txt",124,124,"der neu definierten","Klimaschutzziele","unter anderem konkrete","klimaschutz*"
"1149","fff_de_00343.txt",204,204,"im Bereich des","Klimaschutzes","ein . Dies","klimaschutz*"
"1150","fff_de_00343.txt",257,257,"Landkreise für den","Klimaschutz",". CDU Wetterau","klimaschutz*"
"1151","fff_de_00343.txt",588,588,". In den","Klimaschutzzielen","des Wetteraukreises ist","klimaschutz*"
"1152","fff_de_00343.txt",628,628,"die Maßnahmen zum","Klimaschutz","auch wirtschaftliche Aspekte","klimaschutz*"
"1153","fff_de_00343.txt",656,656,"wenn Maßnahmen zum","Klimaschutz","auch für Unternehmen","klimaschutz*"
"1154","fff_de_00343.txt",770,770,"zukünftig gemäß der","Klimaschutzziele","bei Neubauten und","klimaschutz*"
"1155","fff_de_00424.txt",332,332,"das Thema [","Klimaschutz","] plötzlich relevant","klimaschutz*"
"1156","fff_de_00424.txt",349,349,"taucht das Thema","Klimaschutz","und Energiewende gar","klimaschutz*"
"1157","fff_de_00424.txt",420,420,"nur so viel","Klimaschutz","machen , damit","klimaschutz*"
"1158","fff_de_00424.txt",449,449,"Klima und der","Klimaschutz","die Bedrohung von","klimaschutz*"
"1159","fff_de_00424.txt",608,608,"seines Zeichens oberster","Klimaschutz-Profi",". Bitte einmal","klimaschutz*"
"1160","fff_de_00424.txt",758,758,"Nur über Paris-konformen","Klimaschutz","zu reden ,","klimaschutz*"
"1161","fff_de_00424.txt",846,846,"2 https://twitter.com/aktuelle_stunde/status/1132751835419283456?s=21 3","https://www.solarserver.de/2021/01/05/cdu-parteivorsitz-kein-platz-fuer-klimaschutz-im-impulspapier-vom-team-laschet-spahn/","4 https://www.deutsche-handwerks-zeitung.de/solarfoerderung-koalition-will-neue-grenzen/150/32542/139332 5","klimaschutz*"
"1162","fff_de_00424.txt",862,862,"2 https://twitter.com/aktuelle_stunde/status/1132751835419283456?s=21 3","https://www.solarserver.de/2021/01/05/cdu-parteivorsitz-kein-platz-fuer-klimaschutz-im-impulspapier-vom-team-laschet-spahn/","4 https://www.deutsche-handwerks-zeitung.de/solarfoerderung-koalition-will-neue-grenzen/150/32542/139332 5","klimaschutz*"
"1163","fff_de_00194.txt",65,65,"° C (","Klimaschutzziele","im Rahmen des","klimaschutz*"
"1164","ikem_00588.txt",528,528,"{ Institut für","Klimaschutz",", Energie &","klimaschutz*"
"1165","ikem_01268.txt",1,1,"","Klimaschutzklage","gegen RWE geht","klimaschutz*"
"1166","ikem_01268.txt",102,102,"das Institut für","Klimaschutz",", Energie und","klimaschutz*"
"1167","ikem_01268.txt",461,461,": Institut für","Klimaschutz",", Energie und","klimaschutz*"
"1168","ikem_00644.txt",58,58,"zur Erreichung von","Klimaschutz-","und Energieeffizienzzielen leisten","klimaschutz*"
"1169","ikem_00450.txt",187,187,"seiner Expertise im","Klimaschutz-","und Energierecht einen","klimaschutz*"
"1170","ikem_00450.txt",1056,1056,"Thema Energie- und","Klimaschutzpolitik","in einer Reihe","klimaschutz*"
"1171","ikem_00450.txt",1137,1137,"Best-Practice-Analyse der deutschen","Klimaschutzplanung","In einer vor","klimaschutz*"
"1172","ikem_00450.txt",1162,1162,"Rodi der deutschen","Klimaschutzplanung","und geht dabei","klimaschutz*"
"1173","ikem_00450.txt",1173,1173,"gegenüber einer parlamentarischen","Klimaschutzgesetzgebung","ein . >","klimaschutz*"
"1174","gerzero_00017.txt",62,62,". für echten","Klimaschutz","in Deutschland kämpfen","klimaschutz*"
"1175","ikem_01352.txt",170,170,"- Institut für","Klimaschutz",", Energie und","klimaschutz*"
"1176","ikem_01352.txt",663,663,"im Sinne des","Klimaschutzes","könnte durch den","klimaschutz*"
"1177","kf_00039.txt",793,793,"mögliche , konkrete","Klimaschutzaktivitäten","abgebildet werden .","klimaschutz*"
"1178","ikem_00645.txt",13,13,"- Institut für","Klimaschutz",", Energie und","klimaschutz*"
"1179","fff_de_00161.txt",124,124,"öffentliche Debatte zu","Klimaschutz","erleben wir einen","klimaschutz*"
"1180","fff_de_00161.txt",137,137,"im Bezug auf","Klimaschutz",". Dieser ist","klimaschutz*"
"1181","fff_de_00161.txt",652,652,"wiederspiegeln und der","Klimaschutzaspekt","vollkommen unbeachtet bleibt","klimaschutz*"
"1182","fff_de_00161.txt",697,697,"so kein nachhaltiger","Klimaschutz","! Es wird","klimaschutz*"
"1183","fff_de_00283.txt",197,197,"Wir müssen endlich","Klimaschutz","mit sozialer Gerechtigkeit","klimaschutz*"
"1184","fff_de_00225.txt",527,527,"dass es beim","Klimaschutz","großen oder sehr","klimaschutz*"
"1185","fff_de_00322.txt",29,29,"weltweit für effektiven","Klimaschutz","demonstriert . Im","klimaschutz*"
"1186","fff_de_00404.txt",40,40,"eine große Portion","Klimaschutz","auszubremsen zeichnen ein","klimaschutz*"
"1187","fff_de_00404.txt",54,54,", der für","Klimaschutz","wenig übrig hat","klimaschutz*"
"1188","fff_de_00404.txt",554,554,"Auch das neue","Klimaschutzgesetz","des Landes Nordrhein-Westfahlen","klimaschutz*"
"1189","fff_de_00404.txt",1078,1078,"fortschrittlich und auf","Klimaschutz","bedacht . Nicht","klimaschutz*"
"1190","fff_de_00431.txt",80,80,"wenn es um","Klimaschutz","und Klimaneutralität geht","klimaschutz*"
"1191","kf_00031.txt",598,598,": "" Mutige","Klimaschutzmaßnahmen","brauchen immer auch","klimaschutz*"
"1192","fff_de_00060.txt",74,74,"Forderung nach konsequentem","Klimaschutz","aufmerksam . Zusätzlich","klimaschutz*"
"1193","fff_de_00060.txt",276,276,"Versprechen in Sachen","Klimaschutz","gebrochen und Milliarden","klimaschutz*"
"1194","ikem_00913.txt",18,18,"- Institut für","Klimaschutz",", Energie und","klimaschutz*"
"1195","kr_00076.txt",78,78,"Urteile für mehr","Klimaschutz","- den die","klimaschutz*"
"1196","kr_00076.txt",137,137,". Atomkraft ist","Klimaschutz",", lautet die","klimaschutz*"
"1197","kr_00076.txt",299,299,"einen Konzern zum","Klimaschutz",". Über das","klimaschutz*"
"1198","kr_00076.txt",441,441,"Shell zu mehr","Klimaschutz","Ein Gericht in","klimaschutz*"
"1199","kr_00076.txt",492,492,"Shell muss mehr","Klimaschutz","leisten Erstmals zwingt","klimaschutz*"
"1200","kr_00076.txt",507,507,"- für den","Klimaschutz",". Shell muss","klimaschutz*"
"1201","kr_00072.txt",193,193,"am Thünen-Institut für","Agrarklimaschutz","in Braunschweig angestellt","klimaschutz*"
"1202","ikem_00403.txt",195,195,"des Instituts für","Klimaschutz",", Energie und","klimaschutz*"
"1203","fff_de_00207.txt",783,783,"stärker für mehr","Klimaschutz","einzusetzen . Denn","klimaschutz*"
"1204","fff_de_00207.txt",855,855,"der Debatte um","Klimaschutz","nicht ständig über","klimaschutz*"
"1205","fff_de_00207.txt",1100,1100,"Klagen für mehr","Klimaschutz","grundsätzlich zulässig sein","klimaschutz*"
"1206","fff_de_00207.txt",3797,3797,"für Arten- und","Klimaschutz","tun kann müssen","klimaschutz*"
"1207","fff_de_00207.txt",3852,3852,", etwas für","Klimaschutz","und Artenvermehrung zu","klimaschutz*"
"1208","fff_de_00207.txt",7250,7250,") eine wirksame","Klimaschutzpolitik","betreiben werden ,","klimaschutz*"
"1209","fff_de_00207.txt",7371,7371,"von Campact !","https://www.campact.de/klimaschutz/","Aber auch das","klimaschutz*"
"1210","fff_de_00207.txt",7563,7563,"würden alle tiefgreifenden","Klimaschutzmaßnahmen","hauptsächlich die Ärmsten","klimaschutz*"
"1211","fff_de_00207.txt",7582,7582,"oberflächlich ohne relevante","Klimaschutzwirkung",". Eine Klimapolitik","klimaschutz*"
"1212","fff_de_00207.txt",7674,7674,"ob jetzt wirksame","Klimaschutz","Maßnahmen eingeleitet werden","klimaschutz*"
"1213","ikem_00613.txt",28,28,"Energiewende und die","Klimaschutzziele","2050 ? ""","klimaschutz*"
"1214","ikem_00613.txt",97,97,"Berliner Energie- und","Klimaschutzprogramm","2030 konkrete Haushaltsmittel","klimaschutz*"
"1215","ikem_00613.txt",102,102,"konkrete Haushaltsmittel für","Klimaschutzinvestitionen","verknüpft sind .","klimaschutz*"
"1216","ikem_00613.txt",117,117,"gesamten Ausgaben nach","Klimaschutzkriterien","zu bewerten ,","klimaschutz*"
"1217","ikem_00613.txt",302,302,"die Erreichung der","Klimaschutzziele","nötig ist ,","klimaschutz*"
"1218","gerzero_00005.txt",159,159,"aktiv für den","Klimaschutz","ein ! Unterstütze","klimaschutz*"
"1219","gerzero_00005.txt",209,209,"für Umwelt- und","Klimaschutz","80 % sind","klimaschutz*"
"1220","gerzero_00005.txt",216,216,"überzeugt : Mehr","Klimaschutz","schafft Arbeitsplätze und","klimaschutz*"
"1221","ikem_00542.txt",224,224,"das Institut für","Klimaschutz",", Energie und","klimaschutz*"
"1222","ikem_00542.txt",473,473,"( Institut für","Klimaschutz",", Energie und","klimaschutz*"
"1223","ikem_01427.txt",101,101,"Beim Institut für","Klimaschutz",", Energie und","klimaschutz*"
"1224","ikem_00632.txt",1,1,"","Klimaschutzklage","gegen RWE geht","klimaschutz*"
"1225","ikem_00632.txt",102,102,"das Institut für","Klimaschutz",", Energie und","klimaschutz*"
"1226","ikem_00632.txt",461,461,": Institut für","Klimaschutz",", Energie und","klimaschutz*"
"1227","fff_de_00003.txt",27,27,"Defizite der aktuellen","Klimaschutzpolitik","Deutschlands aufmerksam zu","klimaschutz*"
"1228","fff_de_00231.txt",832,832,"Sensibele Tema wie","Klimaschutz","auf die Straße","klimaschutz*"
"1229","fff_de_00231.txt",1917,1917,"wird eine wirksame","Klimaschutzpolitik","ermöglichen . Macht","klimaschutz*"
