"","collocation","count","count_nested","length","lambda","z"
"877","unser gastautor",4,0,2,10.4954628014807,6.87948088016906
"878","dekarbonisierung von",4,0,2,4.02503284105978,6.87569893075944
"879","fund gmbh",3,0,2,10.7908230999549,6.86943200615954
"880","naturenergy starter",3,0,2,10.7908230999549,6.86943200615954
"881","nordamerikas 150-mal",3,0,2,10.7908230999549,6.86943200615954
"882","verkehrspolitik versunkener",3,0,2,10.7908230999549,6.86943200615954
"883","von vimeo",4,0,2,4.1114385393457,6.86888543753229
"884","der verarbeitung",8,0,2,3.1751357628902,6.86825822902695
"885","und politik",10,0,2,2.48621057071754,6.86300398372172
"886","ihrer daten",3,0,2,3.91644821996947,6.8625277895284
"887","eine reaktion",4,0,2,5.4275207507478,6.86210646056296
"888","KJB klimajournalistenbüro",7,0,2,13.9508846268177,6.86199117829089
"889","aber nichts",3,0,2,4.12356814848108,6.85890831103569
"890","ihre daten",4,0,2,3.42309592138133,6.8556166383611
"891","umgang mit",5,0,2,6.31896571613637,6.84381057375524
"892","nun im",5,0,2,3.15886342910406,6.83862365631633
"893","im emissionshandel",4,0,2,3.68313909912267,6.83492466357951
"894","allerdings noch",3,0,2,3.99038413192568,6.83355255614267
"895","wie man",5,0,2,3.10117546012949,6.82882628329606
"896","verstehe ich",4,0,2,10.3953531367863,6.82858372219099
"897","weil sich",4,0,2,3.59809291191116,6.82778330125439
"898","kann zum",4,0,2,3.41330590952766,6.82499088340314
"899","sozialwissenschaftler aus",4,0,2,6.45347584206717,6.8234946564681
"900","gut mit",4,0,2,3.60155687352356,6.80291663001958
"901","löschung auffordern",3,0,2,10.6237428125876,6.80173057546497
"902","anders über",3,0,2,4.06363355644528,6.80077331100471
"903","sie hier",5,0,2,3.19976404478164,6.79955302828966
"904","die eu-kommission",12,0,2,4.70971096776257,6.79338682881042
"905","anders als",3,0,2,4.05685046303968,6.78985544963148
"906","veränderungen in",5,0,2,4.64543721219327,6.78096523385717
"907","zerstörerische hitzewellen",4,0,2,10.3043551517563,6.78093495891672
"908","lena wrba",6,0,2,13.807809984508,6.77482729292297
"909","ist jederzeit",4,0,2,3.9647314802585,6.77429286087134
"910","internationalen parkett",5,0,2,10.1438552463112,6.77394420327366
"911","löschen oder",3,0,2,6.63612865153527,6.76947757869565
"912","herausgeberrat von",6,0,2,6.13315394036248,6.75913371811822
"913","fließen auf",4,0,2,5.34358586622561,6.7574266380593
"914","das paket",5,0,2,4.08162256960393,6.75371545763248
"915","diese kombination",3,0,2,6.61905440361998,6.75256923417898
"916","reicht das",4,0,2,4.82330248232188,6.75050871286735
"917","beschwerderecht bei",3,0,2,6.61062471161466,6.74421734093439
"918","die verarbeitung",9,0,2,3.09825873153796,6.7423477512565
"919","6,5 cent",3,0,2,10.4806157655562,6.73848457335261
"920","geringem risiko",3,0,2,10.4806157655562,6.73848457335261
"921","luft binden",3,0,2,10.4806157655562,6.73848457335261
"922","matthias bauer",3,0,2,10.4806157655562,6.73848457335261
"923","pariser klimaabkommen",3,0,2,10.4806157655562,6.73848457335261
"924","pariser klimaabkommens",3,0,2,10.4806157655562,6.73848457335261
"925","surfverhalten direkt",3,0,2,10.4806157655562,6.73848457335261
"926","zwölf gesetze",3,0,2,10.4806157655562,6.73848457335261
"927","werden sollte",3,0,2,3.91895307405178,6.73387802331462
"928","update °",19,0,2,9.66186781524193,6.72865575576663
"929","ihrem endgerät",7,0,2,9.90709944285253,6.72778476303825
"930","aber wenn",3,0,2,3.99430379442334,6.72208693720116
"931","von europas",6,0,2,6.0941581131333,6.71659247728764
"932","stellt ein",3,0,2,4.79686851166228,6.70337158877499
"933","unwetter im",3,0,2,4.79274377535279,6.69771733040263
"934","europa nicht",4,0,2,3.54322975752892,6.69541707760939
"935","fossilkonzernen könnten",4,0,2,10.1439600859721,6.69408296574369
"936","grenzausgleichsmechanismus CO",4,0,2,10.1439600859721,6.69408296574369
"937","kann das",7,0,2,2.63249204642828,6.68679308732689
"938","illegalen handel",3,0,2,10.3554264185248,6.67968655484346
"939","ökostrom-unternehmen lichtblick",3,0,2,10.3554264185248,6.67968655484346
"940","oder sogar",3,0,2,3.90681932057103,6.67872457449917
"941","noch viel",4,0,2,3.34345721213149,6.67492067987956
"942","auch hecken",3,0,2,4.43323259376487,6.65534623879094
"943","als 30",3,0,2,3.99669100650147,6.65523073535932
"944","eine verbindung",5,0,2,6.14238796221965,6.65507247278476
"945","just green",4,0,2,10.0724749131052,6.65431525401208
"946","koalition ein",3,0,2,4.42909099100717,6.64925558645549
"947","vorschlag für",4,0,2,4.2335057102938,6.64164881336304
"948","zusammenhang mit",3,0,2,4.55963977953837,6.64019486694514
"949","sich das",14,0,2,1.83017478414859,6.63972164732558
"950","lösungen für",4,0,2,4.43420291899932,6.6344491210053
"951","den betroffenen",4,0,2,4.42969057561285,6.62777150861374
"952","zukunftsfähige mobilität",3,0,2,10.2441745786506,6.62501478112704
"953","es darum",3,0,2,4.7366941384457,6.62082175843657
"954","an einem",5,0,2,2.97407796224666,6.62028431056001
"955","durchsetzen lassen",5,0,2,9.87903162704943,6.61792873500393
"956","daten zu",7,0,2,2.62211760688564,6.61488438713217
"957","regeln für",4,0,2,4.0664251116843,6.61115987683241
"958","gespeichert werden",3,0,2,5.00769870514264,6.60166325846422
"959","werden soll",4,0,2,3.29328738634653,6.59739209706622
"960","susanne dröge",4,0,2,9.94321076179471,6.580933913588
"961","laschet hat",3,0,2,3.84711178122738,6.5809118418347
"962","das gesetz",5,0,2,3.534972274734,6.57919500766066
"963","dem willen",4,0,2,6.21523647238249,6.57591744628599
"964","11 20",3,0,2,10.1440649146429,6.57406925553315
"965","christian mihatsch",3,0,2,10.1440649146429,6.57406925553315
"966","michael bloss",3,0,2,10.1440649146429,6.57406925553315
"967","versunkener tage",3,0,2,10.1440649146429,6.57406925553315
"968","art zu",4,0,2,3.93010377799428,6.56998774817698
"969","mehr lebensqualität",3,0,2,6.43399442475971,6.5686362322902
"970","reaktionen auf",5,0,2,6.05818553662284,6.56487625396457
"971","thema geführt",5,0,2,9.79003171020884,6.5641408389389
"972","ist er",7,0,2,2.5704770965326,6.56282602583041
"973","klimaziel für",4,0,2,4.68554385982066,6.55980270533446
"974","nicht einmal",3,0,2,4.35729886004454,6.54356105310528
"975","89 10963",4,0,2,13.4401376049853,6.54081437401374
"976","großbeerenstraße 89",4,0,2,13.4401376049853,6.54081437401374
"977","klimajournalistenbüro UG",4,0,2,13.4401376049853,6.54081437401374
"978","landgebieten liefere",4,0,2,13.4401376049853,6.54081437401374
"979","oh gott",4,0,2,13.4401376049853,6.54081437401374
"980","quaschnings videokolumne",4,0,2,13.4401376049853,6.54081437401374
"981","tony rinaudo",4,0,2,13.4401376049853,6.54081437401374
"982","darf sich",3,0,2,4.17325022800191,6.53711700138324
"983","gute nachricht",6,0,2,9.6638626974574,6.53677567020834
"984","um 55",3,0,2,3.87941971539338,6.53548738961391
"985","eichler über",3,0,2,6.39937675279102,6.53410421093658
"986","aber nachjustiert",3,0,2,6.39259366907357,6.52733366127554
"987","anfang stark-",3,0,2,10.0530669302996,6.52645626572972
"988","nutzerdaten finden",3,0,2,10.0530669302996,6.52645626572972
"989","im blick",3,0,2,4.66526755347975,6.52267147529416
"990","vergleich zu",6,0,2,5.91193512575957,6.51752529023757
"991","zu gelangen",6,0,2,5.9096512794316,6.51502766863635
"992","erneuerbarer energien",5,0,2,9.70830124562135,6.51423002786799
"993","sind echte",3,0,2,6.37916293854289,6.51392372322135
"994","denen sie",3,0,2,4.33445526377891,6.50988538840504
"995","des pariser",3,0,2,4.23360916366546,6.50960485700165
"996","wurde nicht",5,0,2,2.98857544599296,6.50725152810215
"997","das ziel",5,0,2,3.43486216727628,6.50685099757289
"998","den städten",6,0,2,5.90056650033318,6.50509191885861
"999","co2-emissionen des",3,0,2,4.22969172712463,6.50369779554848
"1000","für alle",7,0,2,2.58255894724378,6.49883285874996
"1001","2030 um",3,0,2,3.70248086228989,6.49737656609774
"1002","green city",4,0,2,9.77607804223334,6.48357096657685
"1003","laschet bestellt",4,0,2,9.77607804223334,6.48357096657685
"1004","vor spambots",18,0,2,9.30886640923164,6.48276867460433
"1005","und klimapolitik",9,0,2,2.45805946098005,6.47965487945938
"1006","sollen die",9,0,2,2.45805946098005,6.47965487945938
"1007","co2-budget im",3,0,2,5.38058317939396,6.47825607944377
"1008","er ist",8,0,2,2.35423898792356,6.46464344067167
"1009","servern von",5,0,2,5.96329086508826,6.46309451528633
"1010","sich jederzeit",3,0,2,4.06199822227909,6.46178109223335
"1011","geht um",3,0,2,3.6746750114471,6.45625764263662
"1012","das war",8,0,2,2.42990666544996,6.45440357217158
"1013","₂ -grenzausgleich",4,0,2,9.72604140865178,6.45393788932716
"1014","₂ -rückholung",4,0,2,9.72604140865178,6.45393788932716
"1015","willen des",4,0,2,6.09449339918136,6.44996174889564
"1016","wind und",6,0,2,3.46140421062078,6.44775211074981
"1017","wie viele",4,0,2,3.25058528728559,6.44241366396742
"1018","erneuerbaren quellen",3,0,2,9.89267186588913,6.43983388816292
"1019","an ihre",4,0,2,3.21332757202627,6.4375223414832
"1020","aus braunschweig",3,0,2,6.30213233532968,6.43691265312747
"1021","über auftragsverarbeitung",3,0,2,6.30213233532968,6.43691265312747
"1022","der europäischen",7,0,2,3.14928253306901,6.43617536193669
"1023","bis zu",10,0,2,2.09814481772995,6.42639081075554
"1024","-grenzausgleich sollte",4,0,2,9.67838714596849,6.42552630592519
"1025","aussehen könnte",5,0,2,9.56248455904494,6.42408210014786
"1026","hat einen",5,0,2,2.87646547197259,6.42305695197729
"1027","der atmosphäre",7,0,2,4.14797391855091,6.40141514918973
"1028","eher geologisch",3,0,2,9.82118669370906,6.40023057936106
"1029","privilegierte kalenderwoche",3,0,2,9.82118669370906,6.40023057936106
"1030","regenzonen kalenderwoche",3,0,2,9.82118669370906,6.40023057936106
"1031","sauberen strom",3,0,2,9.82118669370906,6.40023057936106
"1032","hat es",7,0,2,2.44549591075709,6.39126880342662
"1033","mit experten",3,0,2,4.568399424334,6.38929956632534
"1034","eine verkehrspolitik",3,0,2,4.38433639893587,6.38918808888126
"1035","sind die",19,0,2,1.55868537360985,6.3828789761451
"1036","eine chance",3,0,2,4.83637434120768,6.37922674382707
"1037","das fit-for-55-paket",5,0,2,4.87015986388954,6.37604408507783
"1038","sehen sie",3,0,2,4.0661385004693,6.37261557871383
"1039","ermöglichen sie",3,0,2,5.29007225388079,6.37090436693713
"1040","obwohl sie",3,0,2,5.29007225388079,6.37090436693713
"1041","78 11",3,0,2,13.1888493759761,6.37080003261459
"1042","british columbia",3,0,2,13.1888493759761,6.37080003261459
"1043","datenspeicherung entfällt",3,0,2,13.1888493759761,6.37080003261459
"1044","donald trump",3,0,2,13.1888493759761,6.37080003261459
"1045","erschienene kurzstudie",3,0,2,13.1888493759761,6.37080003261459
"1046","falsche strom-prognose",3,0,2,13.1888493759761,6.37080003261459
"1047","frankfurter rundschau",3,0,2,13.1888493759761,6.37080003261459
"1048","heckenmeter gerodet",3,0,2,13.1888493759761,6.37080003261459
"1049","illegalem import",3,0,2,13.1888493759761,6.37080003261459
"1050","jules weigel",3,0,2,13.1888493759761,6.37080003261459
"1051","kältemitteln schmuggler",3,0,2,13.1888493759761,6.37080003261459
"1052","profil zuzuordnen",3,0,2,13.1888493759761,6.37080003261459
"1053","pumpe plastikmüll",3,0,2,13.1888493759761,6.37080003261459
"1054","reformstau auflöst",3,0,2,13.1888493759761,6.37080003261459
"1055","regenrückhaltebecken überflutetet",3,0,2,13.1888493759761,6.37080003261459
"1056","rostocker altstadt",3,0,2,13.1888493759761,6.37080003261459
"1057","schmuggler verdienen",3,0,2,13.1888493759761,6.37080003261459
"1058","siebenbürger nackthuhn",3,0,2,13.1888493759761,6.37080003261459
"1059","soeben erschienene",3,0,2,13.1888493759761,6.37080003261459
"1060","strom-prognose stets",3,0,2,13.1888493759761,6.37080003261459
"1061","titanic zurecht",3,0,2,13.1888493759761,6.37080003261459
"1062","verspätete reue",3,0,2,13.1888493759761,6.37080003261459
"1063","wahlprogramm rückt",3,0,2,13.1888493759761,6.37080003261459
"1064","beim klima",3,0,2,3.60009555081089,6.36862906696012
"1065","verbindung zu",4,0,2,5.02884862233597,6.36360010331185
"1066","wie etwa",3,0,2,3.75628797258467,6.36277729539595
"1067","neu erfunden",3,0,2,9.75446911032557,6.36276663544268
"1068","wiwin just",3,0,2,9.75446911032557,6.36276663544268
"1069","zu unsicher",4,0,2,5.02657492064999,6.36074863211339
"1070","des weiteren",3,0,2,3.99716762280954,6.36073702552797
"1071","ein durchbruch",3,0,2,5.27142127302982,6.34875853838958
"1072","wie forschende",3,0,2,6.21344498094869,6.34805077719304
"1073","grad celsius",4,0,2,9.54768831834613,6.34672588741526
"1074","hat seine",3,0,2,3.64994164751585,6.34279351637389
"1075","auf unserem",3,0,2,4.52955438134776,6.33573803218141
"1076","ausbau der",6,0,2,3.3992278400135,6.33257028539141
"1077","forschende aus",3,0,2,6.19660584394167,6.33115623991118
"1078","im ausland",3,0,2,5.25310700345426,6.32700472478833
"1079","im bereich",3,0,2,5.25310700345426,6.32700472478833
"1080","die politik",11,0,2,2.22714128926568,6.3257970135132
"1081","auf öffentlichen",3,0,2,4.32885726441023,6.3095334576566
"1082","in hagen",7,0,2,5.64404526982036,6.3041938848677
"1083","in kooperation",7,0,2,5.64404526982036,6.3041938848677
"1084","ich bin",3,0,2,9.63305583349087,6.29344939097113
"1085","milliarden dollar",3,0,2,9.63305583349087,6.29344939097113
"1086","milliarden us-dollar",3,0,2,9.63305583349087,6.29344939097113
"1087","eine entsprechende",4,0,2,5.93837278203465,6.28670610202721
"1088","dem man",5,0,2,2.84472440836052,6.28369349599057
"1089","sich so",5,0,2,2.850570793264,6.28300697656215
"1090","sie dazu",4,0,2,3.28980322805512,6.28186448940878
"1091","advertorials erschienen",4,0,2,9.43209677983342,6.27606489077882
"1092","setzen die",6,0,2,3.84959302927741,6.26988064555978
"1093","die erde",8,0,2,3.98511946669094,6.26979246319835
"1094","durch den",8,0,2,2.28369850775027,6.26934977329071
"1095","eine lösung",3,0,2,4.07412864931333,6.26861863784658
"1096","nun auch",4,0,2,3.15818065792786,6.26540268806853
"1097","grüne geldanlage",3,0,2,9.57745977139037,6.26125618711119
"1098","internationalen teams",3,0,2,9.57745977139037,6.26125618711119
"1099","mit erdgas",4,0,2,3.25856788809574,6.24750943233605
"1100","die kommission",8,0,2,2.88631544972862,6.24633639619577
"1101","die regierung",8,0,2,2.88631544972862,6.24633639619577
"1102","mit ökostrom",3,0,2,4.05749455917226,6.24342725770578
"1103","an den",10,0,2,2.02625742329146,6.2366818533011
"1104","brauche es",3,0,2,6.10107358168986,6.23518478556621
"1105","dem co2-preis",3,0,2,3.7619951600846,6.23381016165416
"1106","rubrik advertorials",4,0,2,9.3618400834627,6.23271898539096
"1107","umweltministeriums kein",4,0,2,9.3618400834627,6.23271898539096
"1108","ozeane weniger",3,0,2,9.52478982627223,6.23051505781973
"1109","zwischen feldern",3,0,2,9.52478982627222,6.23051505781973
"1110","sich ändern",3,0,2,3.78748226056685,6.22743533659982
"1111","parkett gibt",5,0,2,9.24528438421622,6.22393127807476
"1112","gericht in",4,0,2,3.82388694876687,6.22075414258584
"1113","ist aber",8,0,2,2.2549977029589,6.21823178959365
"1114","sie ihren",4,0,2,3.24214875130615,6.21663591908823
"1115","10963 berlin",4,0,2,9.32847744331519,6.21203781438325
"1116","seine treibhausgas-emissionen",4,0,2,9.32847744331519,6.21203781438325
"1117","abgefragt wurde",6,0,2,9.15248625400535,6.2089364633907
"1118","zeigt ein",3,0,2,3.7750062853197,6.20735198175822
"1119","2,6 milliarden",3,0,2,9.47475319337777,6.20110399525866
"1120","berlin eingetragen",3,0,2,9.47475319337777,6.20110399525866
"1121","fokus auf",4,0,2,5.85443791565621,6.19877421724298
"1122","eines vertrags",4,0,2,9.29619036052956,6.19196631011691
"1123","ein markt",3,0,2,3.83612561859465,6.18530042973487
"1124","auf netto",3,0,2,4.01864949106126,6.18456062738008
"1125","₂ -speicher",3,0,2,9.42709893138162,6.17291526997076
"1126","woche lena",4,0,2,9.2649115957705,6.1724698939964
"1127","hat die",17,0,2,1.59285706259906,6.17031727310645
"1128","oder zur",5,0,2,2.75291656350885,6.16668767196116
"1129","datenschutzerklärung von",3,0,2,4.65836056401391,6.14730425066281
"1130","wir werden",9,0,2,2.08253351364813,6.14452418813057
"1131","um den",11,0,2,1.90121774930987,6.14427945211015
"1132","120 auf",3,0,2,5.08920395087684,6.13200052561654
"1133","druck auf",3,0,2,5.08920395087684,6.13200052561654
"1134","für tempo",4,0,2,3.41951473543479,6.1290108155571
"1135","der welt",8,0,2,2.50581514221355,6.12715238674021
"1136","der fossilen",6,0,2,3.5520337689369,6.12336701001783
"1137","das heißt",4,0,2,4.08007192756107,6.10910293657696
"1138","ein recht",3,0,2,3.7451274461112,6.1046514810677
"1139","ein teil",3,0,2,3.7451274461112,6.1046514810677
"1140","nicht so",5,0,2,2.76562885767826,6.10081472807907
"1141","ihr surfverhalten",3,0,2,9.29640010582089,6.0947791685545
"1142","wille plastik",3,0,2,9.29640010582089,6.0947791685545
"1143","der kritik",6,0,2,3.38495259207899,6.09412806516484
"1144","dem ahrtal",3,0,2,5.95953607215833,6.092640794557
"1145","wir europa",3,0,2,3.54828729405886,6.08630939745466
"1146","wie möglich",4,0,2,3.03523675976629,6.07753151894196
"1147","nötig ist",3,0,2,4.60354402963775,6.07574651511788
"1148","katastrophe mit",3,0,2,3.66148715186706,6.07073125482505
"1149","drastische maßnahmen",3,0,2,9.25636855545152,6.07062284137449
"1150","braucht eine",3,0,2,3.63483374963144,6.06778121633661
"1151","fordert eine",3,0,2,3.63483374963144,6.06778121633661
"1152","wieder zerstörerische",4,0,2,9.09533610184247,6.06595396161844
"1153","die co2-emissionen",7,0,2,3.40730999607528,6.06339410354914
"1154","wäre ein",4,0,2,3.07439685886931,6.06280773707233
"1155","mit anderen",4,0,2,3.12786842868481,6.06070160527903
"1156","von extremwetterereignissen",4,0,2,5.72103520923842,6.05881724162046
"1157","von schwellen-",4,0,2,5.72103520923842,6.05881724162046
"1158","investitionen in",4,0,2,4.77950478667672,6.05045283584238
"1159","erfolgt im",3,0,2,3.62240878527799,6.04746781121087
"1160","haben sie",6,0,2,2.49743537895298,6.0442920339391
"1161","erforderlich ist",4,0,2,5.70485474724853,6.04182639573252
"1162","das paris-abkommen",4,0,2,3.71229385602498,6.04067526031922
"1163","das problem",4,0,2,3.71229385602498,6.04067526031922
"1164","eine einwilligung",4,0,2,3.10452546492747,6.03300363414011
"1165","auf lange",3,0,2,3.78220786515916,6.02438493427348
"1166","der klimakrise",9,0,2,2.25363272688624,6.02329815718438
"1167","es ist",13,0,2,1.71106166795666,6.01805816172734
"1168","von 2019",3,0,2,4.00056324237044,6.0155685573398
"1169","von cleverreach",3,0,2,4.00056324237044,6.0155685573398
"1170","in paris",4,0,2,3.8293187079886,6.01298289885857
"1171","zum jahr",3,0,2,3.39860975223251,6.00445507259573
"1172","wie viel",4,0,2,2.99307256724402,6.0037879048738
"1173","zur klimakrise",3,0,2,3.40454227243906,6.0002602792463
"1174","ist die",32,0,2,1.11458413105838,5.9972156293818
"1175","analysiert werden",3,0,2,5.8550493157969,5.98717082397157
"1176","kein heckmeck",3,0,2,9.11055187437425,5.9818360007169
"1177","sie verhindern",3,0,2,3.70457685869707,5.97668353858732
"1178","des bundestages",3,0,2,5.84320534777322,5.97520371947155
"1179","der COP",6,0,2,3.11663441889277,5.97236172906461
"1180","chefin des",3,0,2,5.83928791540749,5.9712450587557
"1181","sinne des",3,0,2,5.83928791540749,5.9712450587557
"1182","vorteil des",3,0,2,5.83928791540749,5.9712450587557
"1183","sogar in",5,0,2,2.87732303456689,5.96873558234639
"1184","gutachten kein",3,0,2,9.0771892349142,5.96135896728868
"1185","unsere redakteur:innen",3,0,2,9.0771892349142,5.96135896728868
"1186","in diesem",4,0,2,3.66223795452526,5.95982077979428
"1187","in großbritannien",4,0,2,3.66223795452526,5.95982077979428
"1188","die erderwärmung",7,0,2,3.85934989558008,5.95736720929325
"1189","nicht gerecht",3,0,2,5.82376783755732,5.95555922521185
"1190","sind hier",3,0,2,3.39950102841398,5.95137979727797
"1191","eine analyse",3,0,2,3.64657898347799,5.94671684222294
"1192","leicht den",4,0,2,5.61037277970393,5.94255162212415
"1193","kurzstudie eines",3,0,2,9.04490215281606,5.94148852989261
"1194","seine falsche",3,0,2,9.04490215281606,5.94148852989261
"1195","wissenschaftszentrums berlin",3,0,2,9.04490215281606,5.94148852989261
"1196","von disqus",3,0,2,3.85743593740299,5.93973030037804
"1197","personenbezogene daten",5,0,2,8.79494303127627,5.93279651228111
"1198","die nutzung",7,0,2,2.9719097555487,5.9247249444063
"1199","ordentlicher klimapolitik",3,0,2,9.01362338874455,5.92219008938071
"1200","ab 2027",3,0,2,9.01362338874455,5.92219008938071
"1201","ihrem wahlprogramm",3,0,2,9.01362338874455,5.92219008938071
"1202","hat dafür",3,0,2,3.35731689800119,5.92042550191632
"1203","ein kleiner",3,0,2,5.7822732848051,5.91360297413379
"1204","ein rest",3,0,2,5.7822732848051,5.91360297413379
"1205","das aussehen",4,0,2,4.66791188103414,5.91005187295997
"1206","das berliner",4,0,2,4.66791188103414,5.91005187295997
"1207","das thema",6,0,2,2.56997456082481,5.906003565808
"1208","einwilligung ist",4,0,2,3.08939207091953,5.9054491162975
"1209","andere hühner",3,0,2,8.98329181799427,5.90343189711857
"1210","dürrejahren nun",3,0,2,8.98329181799427,5.90343189711857
"1211","woche schrumpfende",3,0,2,8.98329181799427,5.90343189711857
"1212","werden sollen",3,0,2,3.33069299278428,5.89764117488093
"1213","hat sich",7,0,2,2.24886947435654,5.89580105970607
"1214","im impressum",3,0,2,5.76395901871163,5.89507658695821
"1215","könnte auch",3,0,2,3.41293250141162,5.89377813117138
"1216","und jörg",8,0,2,5.21830857089664,5.8888962988205
"1217","dass wir",6,0,2,2.40968062281986,5.88566293635924
"1218","graßls woche",3,0,2,8.95385171084545,5.88518475338848
"1219","knies woche",3,0,2,8.95385171084545,5.88518475338848
"1220","meyers woche",3,0,2,8.95385171084545,5.88518475338848
"1221","schmidt-pleschkas woche",3,0,2,8.95385171084545,5.88518475338848
"1222","geschäftsführer der",5,0,2,3.74214916904979,5.88023441128879
"1223","zahl der",5,0,2,3.74214916904979,5.88023441128879
"1224","mikroplastikteilchen dafür",3,0,2,8.92525211577126,5.86742174419879
"1225","zu lösen",4,0,2,5.53742705414505,5.8658392798526
"1226","besteht das",3,0,2,3.80718456149894,5.86325816073043
"1227","norwegen zu",3,0,2,4.18744731703511,5.86240552685701
"1228","in nordrhein-westfalen",5,0,2,2.87371804399079,5.8599691778287
"1229","zu entwickeln",3,0,2,4.18517865249474,5.85925827041582
"1230","zu hoch",3,0,2,4.43651959191032,5.85736079231881
"1231","zu schaffen",3,0,2,4.43651959191032,5.85736079231881
"1232","landwirtschaft und",5,0,2,3.29336100619349,5.85707824513707
"1233","den geplanten",4,0,2,5.5283824040111,5.85632383614063
"1234","verantwortung für",3,0,2,4.43199728775581,5.85144109948578
"1235","dabei ist",5,0,2,2.68834906489291,5.85022062726104
"1236","die deutsche",7,0,2,2.86065672918176,5.8486793382442
"1237","den vergangenen",3,0,2,4.17615392419523,5.8467375604111
"1238","den guten",3,0,2,4.42749486642247,5.84554710321573
"1239","einnahmen in",4,0,2,3.25320908327629,5.83386891342456
"1240","viel zu",6,0,2,2.45545037970684,5.83334179795302
"1241","diese starkwetterereignisse",7,0,2,8.51417116243413,5.8173231791101
"1242","letztes jahr",3,0,2,8.84404789894249,5.81679802317416
"1243","menschen einzuschränken",3,0,2,8.84404789894249,5.81679802317416
"1244","wirklich auf",3,0,2,3.56290978497086,5.81232027026562
"1245","der wiwin",6,0,2,2.90527113569768,5.81157653683979
"1246","zweck für",3,0,2,3.97995913822896,5.80667286960264
"1247","am dienstag",5,0,2,8.5953375226305,5.8019053265739
"1248","den einsatz",3,0,2,3.97545671408373,5.8001650289603
"1249","den newsletter",3,0,2,3.97545671408373,5.8001650289603
"1250","du immer",4,0,2,8.65946713865044,5.7870704542481
"1251","liefere immer",4,0,2,8.65946713865044,5.7870704542481
"1252","ernst die",5,0,2,3.6816609814323,5.78556502637247
"1253","sagt ralf",3,0,2,8.7933517146741,5.78505991224651
"1254","in europa",5,0,2,2.81812151549838,5.78386232593509
"1255","sie besucht",3,0,2,5.65072476334076,5.78042440469023
"1256","es um",6,0,2,2.37500058459601,5.77792888484709
"1257","65 prozent",5,0,2,8.55727951166782,5.77684881764703
"1258","90 prozent",5,0,2,8.55727951166782,5.77684881764703
"1259","wenn es",5,0,2,2.57831056801551,5.77458239058419
"1260","wir jetzt",4,0,2,2.86374652556529,5.76582435375254
"1261","neue klimaschutzgesetze",4,0,2,8.62635379465974,5.76564474990771
"1262","nach der",14,0,2,1.63144421231804,5.76502359304619
"1263","was sie",5,0,2,2.5953474351897,5.76452020008289
"1264","es wird",8,0,2,2.05895119742489,5.75921342561375
"1265","auf gutachten",3,0,2,5.62824593025369,5.75764351381161
"1266","zu bestehen",3,0,2,4.77301833896339,5.75446639677809
"1267","zu betreiben",3,0,2,4.77301833896339,5.75446639677809
"1268","zu fördern",3,0,2,4.77301833896339,5.75446639677809
"1269","zu gestalten",3,0,2,4.77301833896339,5.75446639677809
"1270","zu stärken",3,0,2,4.77301833896339,5.75446639677809
"1271","schwarz und",5,0,2,4.39210787711848,5.7530832803959
"1272","für 2038",3,0,2,4.35592629695664,5.75181576392347
"1273","seiten sie",3,0,2,3.40263314834111,5.75080101382703
"1274","fordern die",6,0,2,2.75073762877666,5.750384314727
"1275","und entwicklungsländern",5,0,2,3.93300241849106,5.74643624937135
"1276","und gas",5,0,2,3.93300241849106,5.74643624937135
"1277","1,5-grad-ziel zu",3,0,2,3.81966951393758,5.74642035107813
"1278","immer redest",4,0,2,8.59429857908929,5.74487702349575
"1279","sie können",6,0,2,2.3722086744011,5.74420920521086
"1280","den fokus",3,0,2,4.76399361628705,5.74366897097938
"1281","die jüngste",7,0,2,4.19584951895706,5.74199367657216
"1282","den nächsten",3,0,2,3.80837611406817,5.72959175011101
"1283","sind diese",4,0,2,2.82874406287392,5.72953333659964
"1284","tempolimits auf",3,0,2,5.60005600030744,5.72906572659685
"1285","in dieser",7,0,2,2.27562885701362,5.72758188693251
"1286","energiebereich ab",3,0,2,8.69905958846093,5.72577685283894
"1287","jetzt verstehe",4,0,2,8.56323585510767,5.72472811890603
"1288","des interviews",12,0,2,8.25052777103333,5.71512738631015
"1289","den grünen",4,0,2,3.01562597122332,5.71404213656728
"1290","und christian",5,0,2,3.31388218156275,5.71215596108875
"1291","es viele",4,0,2,2.87075008510052,5.70962905101831
"1292","aber noch",5,0,2,2.53772646142808,5.70947232584569
"1293","aber dafür",3,0,2,3.22763142620097,5.69997073594818
"1294","etwa in",5,0,2,2.69896835931625,5.6972317229201
"1295","hitzewellen das",3,0,2,3.5707428320573,5.69185844999918
"1296","wie die",19,0,2,1.3750123456853,5.69034729819524
"1297","wir unsere",3,0,2,3.25434177089371,5.68695670045962
"1298","landes muss",5,0,2,8.41801293793349,5.68492070896724
"1299","von 2005",3,0,2,3.52088431259999,5.68429443076234
"1300","sagte sie",3,0,2,3.34376625334378,5.67947168531681
"1301","mit CO",3,0,2,3.39806400927516,5.67939990033489
"1302","aus ihrem",3,0,2,3.22554137132413,5.67842069646176
"1303","berührt alle",3,0,2,8.61288005752872,5.67133025198708
"1304","regierungsberater vom",4,0,2,8.47543106980027,5.66765134361804
"1305","leben der",5,0,2,3.10605254927947,5.66685764566239
